datetime,casual,registered,count_direct_model,count
2012-07-26 17:00:00,120,672,845,792
2012-07-26 18:00:00,107,653,813,761
2012-07-26 19:00:00,81,474,589,555
2012-07-26 20:00:00,56,334,413,390
2012-07-26 21:00:00,35,229,274,264
2012-07-26 22:00:00,29,179,215,208
2012-07-26 23:00:00,18,115,137,133
2012-07-27 00:00:00,16,67,86,84
2012-07-27 01:00:00,10,35,45,45
2012-07-27 02:00:00,7,20,26,26
2012-07-27 03:00:00,4,12,16,17
2012-07-27 04:00:00,3,9,12,13
2012-07-27 05:00:00,4,28,32,32
2012-07-27 06:00:00,9,94,108,103
2012-07-27 07:00:00,22,251,290,273
2012-07-27 08:00:00,49,505,593,553
2012-07-27 09:00:00,71,364,459,435
2012-07-27 10:00:00,98,251,355,348
2012-07-27 11:00:00,105,265,376,370
2012-07-27 12:00:00,113,331,455,444
2012-07-27 13:00:00,115,320,446,434
2012-07-27 14:00:00,123,293,424,416
2012-07-27 15:00:00,128,320,458,447
2012-07-27 16:00:00,121,428,573,548
2012-07-27 17:00:00,140,692,888,831
2012-07-27 18:00:00,105,635,790,740
2012-07-27 19:00:00,83,467,583,550
2012-07-27 20:00:00,59,332,413,391
2012-07-27 21:00:00,49,256,319,305
2012-07-27 22:00:00,40,199,249,239
2012-07-27 23:00:00,29,131,165,160
2012-07-28 00:00:00,30,59,87,90
2012-07-28 01:00:00,19,31,46,50
2012-07-28 02:00:00,14,18,28,33
2012-07-28 03:00:00,9,11,17,21
2012-07-28 04:00:00,6,8,11,14
2012-07-28 05:00:00,7,24,31,30
2012-07-28 06:00:00,16,82,108,98
2012-07-28 07:00:00,39,223,295,262
2012-07-28 08:00:00,78,428,568,506
2012-07-28 09:00:00,114,312,446,426
2012-07-28 10:00:00,154,210,335,364
2012-07-28 11:00:00,188,236,384,424
2012-07-28 12:00:00,205,296,468,501
2012-07-28 13:00:00,218,290,466,507
2012-07-28 14:00:00,217,258,429,476
2012-07-28 15:00:00,230,282,464,512
2012-07-28 16:00:00,225,385,594,610
2012-07-28 17:00:00,224,592,860,816
2012-07-28 18:00:00,176,546,773,723
2012-07-28 19:00:00,90,347,470,437
2012-07-28 20:00:00,62,240,322,302
2012-07-28 21:00:00,55,191,259,246
2012-07-28 22:00:00,46,149,203,195
2012-07-28 23:00:00,33,98,135,131
2012-07-29 00:00:00,19,46,64,65
2012-07-29 01:00:00,13,25,36,38
2012-07-29 02:00:00,10,15,22,25
2012-07-29 03:00:00,7,9,13,16
2012-07-29 04:00:00,5,7,10,12
2012-07-29 05:00:00,5,20,26,25
2012-07-29 06:00:00,12,69,90,82
2012-07-29 07:00:00,30,186,242,216
2012-07-29 08:00:00,64,366,480,430
2012-07-29 09:00:00,85,257,359,342
2012-07-29 10:00:00,114,175,274,289
2012-07-29 11:00:00,137,194,308,331
2012-07-29 12:00:00,143,238,365,381
2012-07-29 13:00:00,172,246,390,417
2012-07-29 14:00:00,172,220,360,392
2012-07-29 15:00:00,179,241,389,420
2012-07-29 16:00:00,183,331,505,515
2012-07-29 17:00:00,209,533,779,743
2012-07-29 18:00:00,153,478,674,632
2012-07-29 19:00:00,111,344,482,455
2012-07-29 20:00:00,82,247,347,329
2012-07-29 21:00:00,64,185,258,249
2012-07-29 22:00:00,50,141,197,191
2012-07-29 23:00:00,38,96,135,134
2012-07-30 00:00:00,13,54,69,67
2012-07-30 01:00:00,8,29,38,38
2012-07-30 02:00:00,6,16,22,22
2012-07-30 03:00:00,3,10,12,13
2012-07-30 04:00:00,2,7,9,9
2012-07-30 05:00:00,3,22,25,24
2012-07-30 06:00:00,6,72,82,78
2012-07-30 07:00:00,17,206,241,224
2012-07-30 08:00:00,34,385,447,419
2012-07-30 09:00:00,44,271,335,315
2012-07-30 10:00:00,53,173,235,225
2012-07-30 11:00:00,74,206,289,280
2012-07-30 12:00:00,75,252,341,327
2012-07-30 13:00:00,93,264,371,357
2012-07-30 14:00:00,92,233,338,326
2012-07-30 15:00:00,92,251,357,343
2012-07-30 16:00:00,93,344,460,437
2012-07-30 17:00:00,87,512,642,599
2012-07-30 18:00:00,70,477,583,546
2012-07-30 19:00:00,73,393,500,466
2012-07-30 20:00:00,39,252,309,291
2012-07-30 21:00:00,33,195,240,228
2012-07-30 22:00:00,23,142,172,165
2012-07-30 23:00:00,19,99,123,118
2012-07-31 00:00:00,10,53,65,63
2012-07-31 01:00:00,6,27,33,33
2012-07-31 02:00:00,4,16,20,20
2012-07-31 03:00:00,2,10,12,12
2012-07-31 04:00:00,2,7,9,9
2012-07-31 05:00:00,2,22,24,24
2012-07-31 06:00:00,4,71,78,76
2012-07-31 07:00:00,13,201,223,214
2012-07-31 08:00:00,29,397,445,425
2012-07-31 09:00:00,39,282,337,321
2012-07-31 10:00:00,50,189,252,240
2012-07-31 11:00:00,68,221,303,289
2012-07-31 12:00:00,83,288,388,371
2012-07-31 13:00:00,78,266,359,343
2012-07-31 14:00:00,78,238,331,316
2012-07-31 15:00:00,70,247,335,317
2012-07-31 16:00:00,71,339,433,411
2012-07-31 17:00:00,82,547,670,629
2012-07-31 18:00:00,62,498,591,560
2012-07-31 19:00:00,24,214,245,238
2012-07-31 20:00:00,17,153,175,170
2012-07-31 21:00:00,24,189,220,213
2012-07-31 22:00:00,20,148,173,168
2012-07-31 23:00:00,12,91,106,103
2012-08-20 00:00:00,8,48,58,56
2012-08-20 01:00:00,6,26,32,32
2012-08-20 02:00:00,4,15,19,19
2012-08-20 03:00:00,2,9,11,11
2012-08-20 04:00:00,2,7,8,8
2012-08-20 05:00:00,2,21,23,23
2012-08-20 06:00:00,5,71,78,76
2012-08-20 07:00:00,13,192,213,205
2012-08-20 08:00:00,26,367,407,393
2012-08-20 09:00:00,35,261,308,296
2012-08-20 10:00:00,42,168,219,211
2012-08-20 11:00:00,58,200,269,258
2012-08-20 12:00:00,58,241,311,299
2012-08-20 13:00:00,71,249,334,320
2012-08-20 14:00:00,76,227,316,303
2012-08-20 15:00:00,74,242,329,316
2012-08-20 16:00:00,76,333,428,409
2012-08-20 17:00:00,77,513,623,590
2012-08-20 18:00:00,43,417,474,460
2012-08-20 19:00:00,35,312,358,347
2012-08-20 20:00:00,25,220,253,246
2012-08-20 21:00:00,24,183,213,206
2012-08-20 22:00:00,18,136,158,154
2012-08-20 23:00:00,13,91,106,104
2012-08-21 00:00:00,7,50,58,57
2012-08-21 01:00:00,4,26,31,30
2012-08-21 02:00:00,3,14,17,17
2012-08-21 03:00:00,2,9,11,11
2012-08-21 04:00:00,1,7,8,8
2012-08-21 05:00:00,2,22,23,23
2012-08-21 06:00:00,4,73,77,77
2012-08-21 07:00:00,12,204,220,216
2012-08-21 08:00:00,22,383,410,405
2012-08-21 09:00:00,33,281,323,314
2012-08-21 10:00:00,43,187,240,230
2012-08-21 11:00:00,60,221,293,281
2012-08-21 12:00:00,69,282,365,351
2012-08-21 13:00:00,73,275,364,348
2012-08-21 14:00:00,76,248,339,324
2012-08-21 15:00:00,79,271,366,349
2012-08-21 16:00:00,80,373,475,453
2012-08-21 17:00:00,73,546,649,620
2012-08-21 18:00:00,59,512,593,571
2012-08-21 19:00:00,19,208,227,226
2012-08-21 20:00:00,29,260,298,289
2012-08-21 21:00:00,25,201,230,225
2012-08-21 22:00:00,19,153,175,172
2012-08-21 23:00:00,13,99,114,112
2012-08-22 00:00:00,8,54,63,62
2012-08-22 01:00:00,5,30,35,35
2012-08-22 02:00:00,4,17,21,21
2012-08-22 03:00:00,2,11,13,13
2012-08-22 04:00:00,1,7,8,9
2012-08-22 05:00:00,2,24,25,26
2012-08-22 06:00:00,5,82,88,87
2012-08-22 07:00:00,12,216,231,228
2012-08-22 08:00:00,25,411,441,436
2012-08-22 09:00:00,36,298,344,335
2012-08-22 10:00:00,47,197,253,244
2012-08-22 11:00:00,59,224,293,283
2012-08-22 12:00:00,68,289,370,357
2012-08-22 13:00:00,71,279,364,350
2012-08-22 14:00:00,73,251,338,324
2012-08-22 15:00:00,71,268,353,339
2012-08-22 16:00:00,36,216,258,252
2012-08-22 17:00:00,40,342,389,382
2012-08-22 18:00:00,26,299,324,325
2012-08-22 19:00:00,35,351,392,386
2012-08-22 20:00:00,27,259,290,286
2012-08-22 21:00:00,24,205,233,229
2012-08-22 22:00:00,20,160,182,180
2012-08-22 23:00:00,13,102,116,115
2012-08-23 00:00:00,9,60,70,69
2012-08-23 01:00:00,5,31,37,36
2012-08-23 02:00:00,4,18,22,22
2012-08-23 03:00:00,2,11,13,13
2012-08-23 04:00:00,2,8,10,10
2012-08-23 05:00:00,2,25,27,27
2012-08-23 06:00:00,4,76,80,80
2012-08-23 07:00:00,11,212,223,222
2012-08-23 08:00:00,25,423,453,448
2012-08-23 09:00:00,35,304,349,340
2012-08-23 10:00:00,54,217,282,272
2012-08-23 11:00:00,69,248,330,317
2012-08-23 12:00:00,82,322,420,404
2012-08-23 13:00:00,90,318,425,408
2012-08-23 14:00:00,77,265,358,342
2012-08-23 15:00:00,79,290,386,369
2012-08-23 16:00:00,76,390,486,465
2012-08-23 17:00:00,82,617,732,700
2012-08-23 18:00:00,63,567,653,630
2012-08-23 19:00:00,51,425,492,475
2012-08-23 20:00:00,36,299,346,335
2012-08-23 21:00:00,30,230,266,259
2012-08-23 22:00:00,22,170,195,192
2012-08-23 23:00:00,15,111,128,126
2012-08-24 00:00:00,13,64,78,77
2012-08-24 01:00:00,8,33,41,41
2012-08-24 02:00:00,7,21,27,27
2012-08-24 03:00:00,4,12,15,16
2012-08-24 04:00:00,3,9,11,12
2012-08-24 05:00:00,3,28,31,31
2012-08-24 06:00:00,6,86,94,92
2012-08-24 07:00:00,16,235,258,250
2012-08-24 08:00:00,34,457,506,491
2012-08-24 09:00:00,52,339,406,390
2012-08-24 10:00:00,72,231,310,303
2012-08-24 11:00:00,82,253,343,335
2012-08-24 12:00:00,90,318,419,408
2012-08-24 13:00:00,101,317,429,418
2012-08-24 14:00:00,105,290,406,395
2012-08-24 15:00:00,89,290,392,379
2012-08-24 16:00:00,91,400,509,490
2012-08-24 17:00:00,91,612,735,703
2012-08-24 18:00:00,71,567,662,638
2012-08-24 19:00:00,57,421,495,478
2012-08-24 20:00:00,40,297,348,338
2012-08-24 21:00:00,35,234,275,269
2012-08-24 22:00:00,30,187,223,217
2012-08-24 23:00:00,20,119,141,139
2012-08-25 00:00:00,27,59,84,86
2012-08-25 01:00:00,16,30,43,46
2012-08-25 02:00:00,11,17,25,28
2012-08-25 03:00:00,8,11,16,19
2012-08-25 04:00:00,5,8,11,13
2012-08-25 05:00:00,6,23,29,29
2012-08-25 06:00:00,12,76,95,87
2012-08-25 07:00:00,27,200,250,228
2012-08-25 08:00:00,55,387,485,443
2012-08-25 09:00:00,72,270,360,343
2012-08-25 10:00:00,95,181,268,275
2012-08-25 11:00:00,123,208,316,331
2012-08-25 12:00:00,77,162,234,239
2012-08-25 13:00:00,134,250,374,384
2012-08-25 14:00:00,66,133,196,199
2012-08-25 15:00:00,101,217,317,318
2012-08-25 16:00:00,109,303,422,412
2012-08-25 17:00:00,117,479,634,596
2012-08-25 18:00:00,95,446,576,541
2012-08-25 19:00:00,71,323,417,394
2012-08-25 20:00:00,31,147,186,177
2012-08-25 21:00:00,46,184,240,231
2012-08-25 22:00:00,38,144,188,182
2012-08-25 23:00:00,27,93,122,120
2012-08-26 00:00:00,18,46,64,64
2012-08-26 01:00:00,12,25,35,36
2012-08-26 02:00:00,8,14,19,21
2012-08-26 03:00:00,5,8,11,13
2012-08-26 04:00:00,4,6,9,10
2012-08-26 05:00:00,5,20,26,25
2012-08-26 06:00:00,10,66,82,76
2012-08-26 07:00:00,25,180,227,206
2012-08-26 08:00:00,57,362,460,418
2012-08-26 09:00:00,70,248,333,318
2012-08-26 10:00:00,105,173,263,278
2012-08-26 11:00:00,124,193,298,318
2012-08-26 12:00:00,68,142,205,210
2012-08-26 13:00:00,53,124,176,177
2012-08-26 14:00:00,94,183,275,277
2012-08-26 15:00:00,49,116,165,165
2012-08-26 16:00:00,50,160,215,210
2012-08-26 17:00:00,102,423,560,525
2012-08-26 18:00:00,80,388,500,467
2012-08-26 19:00:00,62,284,367,347
2012-08-26 20:00:00,53,218,287,271
2012-08-26 21:00:00,47,171,227,218
2012-08-26 22:00:00,36,131,173,167
2012-08-26 23:00:00,28,89,120,118
2012-08-27 00:00:00,10,52,64,62
2012-08-27 01:00:00,6,26,33,32
2012-08-27 02:00:00,4,15,19,19
2012-08-27 03:00:00,2,9,12,12
2012-08-27 04:00:00,2,7,9,9
2012-08-27 05:00:00,2,22,24,24
2012-08-27 06:00:00,5,73,82,79
2012-08-27 07:00:00,15,206,233,221
2012-08-27 08:00:00,29,382,429,411
2012-08-27 09:00:00,35,260,308,295
2012-08-27 10:00:00,56,187,252,243
2012-08-27 11:00:00,70,211,290,280
2012-08-27 12:00:00,84,277,374,361
2012-08-27 13:00:00,83,263,359,346
2012-08-27 14:00:00,98,249,357,347
2012-08-27 15:00:00,92,260,363,352
2012-08-27 16:00:00,96,360,476,456
2012-08-27 17:00:00,105,573,721,677
2012-08-27 18:00:00,78,520,634,598
2012-08-27 19:00:00,54,364,440,418
2012-08-27 20:00:00,42,269,327,311
2012-08-27 21:00:00,34,205,248,239
2012-08-27 22:00:00,25,152,183,177
2012-08-27 23:00:00,19,102,124,120
2012-08-28 00:00:00,10,56,67,66
2012-08-28 01:00:00,6,29,35,34
2012-08-28 02:00:00,4,17,21,21
2012-08-28 03:00:00,2,10,12,12
2012-08-28 04:00:00,2,8,9,9
2012-08-28 05:00:00,2,23,24,24
2012-08-28 06:00:00,4,73,78,77
2012-08-28 07:00:00,12,200,215,211
2012-08-28 08:00:00,23,378,407,401
2012-08-28 09:00:00,32,270,311,303
2012-08-28 10:00:00,50,193,252,243
2012-08-28 11:00:00,69,227,306,296
2012-08-28 12:00:00,79,290,381,369
2012-08-28 13:00:00,83,283,380,367
2012-08-28 14:00:00,87,256,355,343
2012-08-28 15:00:00,86,275,376,362
2012-08-28 16:00:00,86,374,480,460
2012-08-28 17:00:00,87,577,698,664
2012-08-28 18:00:00,70,545,644,615
2012-08-28 19:00:00,51,393,462,444
2012-08-28 20:00:00,39,288,341,327
2012-08-28 21:00:00,33,223,264,256
2012-08-28 22:00:00,26,171,203,197
2012-08-28 23:00:00,18,112,133,130
2012-08-29 00:00:00,10,59,70,69
2012-08-29 01:00:00,6,30,36,36
2012-08-29 02:00:00,4,17,21,21
2012-08-29 03:00:00,2,11,12,13
2012-08-29 04:00:00,1,8,9,9
2012-08-29 05:00:00,2,24,25,26
2012-08-29 06:00:00,5,79,84,84
2012-08-29 07:00:00,14,223,241,236
2012-08-29 08:00:00,27,424,459,452
2012-08-29 09:00:00,39,304,353,343
2012-08-29 10:00:00,51,204,264,256
2012-08-29 11:00:00,63,232,306,294
2012-08-29 12:00:00,76,301,390,377
2012-08-29 13:00:00,72,284,370,356
2012-08-29 14:00:00,75,255,344,330
2012-08-29 15:00:00,73,270,358,344
2012-08-29 16:00:00,75,374,468,449
2012-08-29 17:00:00,85,597,713,681
2012-08-29 18:00:00,63,546,631,610
2012-08-29 19:00:00,44,385,440,429
2012-08-29 20:00:00,34,285,328,319
2012-08-29 21:00:00,27,215,246,242
2012-08-29 22:00:00,23,170,197,193
2012-08-29 23:00:00,17,113,131,129
2012-08-30 00:00:00,10,62,73,72
2012-08-30 01:00:00,7,33,40,40
2012-08-30 02:00:00,4,19,23,23
2012-08-30 03:00:00,3,11,14,14
2012-08-30 04:00:00,2,9,10,11
2012-08-30 05:00:00,2,26,28,28
2012-08-30 06:00:00,4,81,85,85
2012-08-30 07:00:00,14,235,255,249
2012-08-30 08:00:00,30,458,499,487
2012-08-30 09:00:00,41,327,382,368
2012-08-30 10:00:00,55,219,285,274
2012-08-30 11:00:00,72,253,338,325
2012-08-30 12:00:00,74,309,399,384
2012-08-30 13:00:00,74,297,387,371
2012-08-30 14:00:00,74,264,355,338
2012-08-30 15:00:00,84,296,397,380
2012-08-30 16:00:00,87,411,521,498
2012-08-30 17:00:00,100,662,803,762
2012-08-30 18:00:00,79,615,727,693
2012-08-30 19:00:00,54,432,506,487
2012-08-30 20:00:00,39,308,359,347
2012-08-30 21:00:00,31,233,271,264
2012-08-30 22:00:00,24,179,208,203
2012-08-30 23:00:00,17,118,138,135
2012-08-31 00:00:00,13,64,78,77
2012-08-31 01:00:00,8,34,42,42
2012-08-31 02:00:00,5,19,24,24
2012-08-31 03:00:00,3,12,14,15
2012-08-31 04:00:00,2,9,10,11
2012-08-31 05:00:00,3,26,28,29
2012-08-31 06:00:00,6,83,90,89
2012-08-31 07:00:00,14,223,242,237
2012-08-31 08:00:00,38,476,534,514
2012-08-31 09:00:00,57,353,427,409
2012-08-31 10:00:00,75,235,318,310
2012-08-31 11:00:00,116,286,404,401
2012-08-31 12:00:00,127,360,494,487
2012-08-31 13:00:00,130,347,483,477
2012-08-31 14:00:00,143,321,466,463
2012-08-31 15:00:00,143,344,491,487
2012-08-31 16:00:00,148,477,643,625
2012-08-31 17:00:00,154,746,954,900
2012-08-31 18:00:00,114,675,834,789
2012-08-31 19:00:00,81,484,593,565
2012-08-31 20:00:00,64,355,439,419
2012-08-31 21:00:00,46,258,314,304
2012-08-31 22:00:00,38,202,246,239
2012-08-31 23:00:00,26,132,161,158
2012-09-20 00:00:00,8,60,69,68
2012-09-20 01:00:00,4,30,34,34
2012-09-20 02:00:00,3,17,21,20
2012-09-20 03:00:00,1,10,12,12
2012-09-20 04:00:00,1,8,9,9
2012-09-20 05:00:00,1,24,24,25
2012-09-20 06:00:00,4,80,83,84
2012-09-20 07:00:00,9,210,217,219
2012-09-20 08:00:00,21,422,443,443
2012-09-20 09:00:00,31,307,347,337
2012-09-20 10:00:00,41,207,262,248
2012-09-20 11:00:00,63,254,335,317
2012-09-20 12:00:00,65,311,395,376
2012-09-20 13:00:00,66,299,386,365
2012-09-20 14:00:00,65,263,348,327
2012-09-20 15:00:00,66,284,372,350
2012-09-20 16:00:00,67,392,483,459
2012-09-20 17:00:00,71,611,715,682
2012-09-20 18:00:00,53,560,633,613
2012-09-20 19:00:00,36,389,435,425
2012-09-20 20:00:00,27,282,317,309
2012-09-20 21:00:00,22,216,242,238
2012-09-20 22:00:00,17,165,185,182
2012-09-20 23:00:00,13,111,126,124
2012-09-21 00:00:00,12,65,78,76
2012-09-21 01:00:00,7,34,41,40
2012-09-21 02:00:00,5,20,25,24
2012-09-21 03:00:00,3,12,14,14
2012-09-21 04:00:00,2,9,11,11
2012-09-21 05:00:00,2,26,29,29
2012-09-21 06:00:00,6,88,95,94
2012-09-21 07:00:00,15,241,263,255
2012-09-21 08:00:00,29,454,496,483
2012-09-21 09:00:00,40,323,377,363
2012-09-21 10:00:00,58,223,293,281
2012-09-21 11:00:00,74,255,343,329
2012-09-21 12:00:00,85,325,428,410
2012-09-21 13:00:00,91,319,429,410
2012-09-21 14:00:00,88,280,386,368
2012-09-21 15:00:00,90,305,415,395
2012-09-21 16:00:00,93,422,542,515
2012-09-21 17:00:00,93,646,781,739
2012-09-21 18:00:00,71,595,699,666
2012-09-21 19:00:00,54,430,505,484
2012-09-21 20:00:00,41,315,371,356
2012-09-21 21:00:00,31,235,275,266
2012-09-21 22:00:00,26,185,218,211
2012-09-21 23:00:00,19,121,143,140
2012-09-22 00:00:00,23,58,80,80
2012-09-22 01:00:00,12,29,40,41
2012-09-22 02:00:00,9,16,23,25
2012-09-22 03:00:00,6,10,14,16
2012-09-22 04:00:00,4,8,10,12
2012-09-22 05:00:00,5,23,29,28
2012-09-22 06:00:00,11,77,96,88
2012-09-22 07:00:00,28,212,267,240
2012-09-22 08:00:00,59,417,528,476
2012-09-22 09:00:00,80,294,399,374
2012-09-22 10:00:00,103,195,293,298
2012-09-22 11:00:00,140,228,355,368
2012-09-22 12:00:00,160,291,441,451
2012-09-22 13:00:00,164,280,431,444
2012-09-22 14:00:00,179,258,415,437
2012-09-22 15:00:00,167,270,423,437
2012-09-22 16:00:00,171,373,550,544
2012-09-22 17:00:00,186,591,831,777
2012-09-22 18:00:00,149,553,758,702
2012-09-22 19:00:00,115,406,557,520
2012-09-22 20:00:00,90,298,413,388
2012-09-22 21:00:00,67,221,301,288
2012-09-22 22:00:00,55,174,238,229
2012-09-22 23:00:00,43,118,163,161
2012-09-23 00:00:00,28,65,92,94
2012-09-23 01:00:00,12,30,41,42
2012-09-23 02:00:00,9,18,25,27
2012-09-23 03:00:00,5,10,14,15
2012-09-23 04:00:00,4,8,10,11
2012-09-23 05:00:00,4,23,28,27
2012-09-23 06:00:00,9,75,91,84
2012-09-23 07:00:00,22,206,250,228
2012-09-23 08:00:00,44,389,472,433
2012-09-23 09:00:00,57,273,353,331
2012-09-23 10:00:00,82,189,274,271
2012-09-23 11:00:00,101,212,315,313
2012-09-23 12:00:00,114,273,394,387
2012-09-23 13:00:00,141,284,424,425
2012-09-23 14:00:00,141,252,389,393
2012-09-23 15:00:00,144,274,416,418
2012-09-23 16:00:00,143,371,530,515
2012-09-23 17:00:00,128,546,727,674
2012-09-23 18:00:00,102,511,664,613
2012-09-23 19:00:00,77,370,481,447
2012-09-23 20:00:00,60,272,356,332
2012-09-23 21:00:00,45,200,259,245
2012-09-23 22:00:00,42,165,218,208
2012-09-23 23:00:00,25,100,130,125
2012-09-24 00:00:00,8,57,67,65
2012-09-24 01:00:00,5,30,36,35
2012-09-24 02:00:00,3,17,21,20
2012-09-24 03:00:00,2,11,13,13
2012-09-24 04:00:00,1,8,9,9
2012-09-24 05:00:00,2,25,27,27
2012-09-24 06:00:00,5,85,93,90
2012-09-24 07:00:00,11,218,234,229
2012-09-24 08:00:00,25,430,468,455
2012-09-24 09:00:00,33,300,347,333
2012-09-24 10:00:00,43,200,257,243
2012-09-24 11:00:00,57,233,308,290
2012-09-24 12:00:00,60,287,366,347
2012-09-24 13:00:00,75,300,397,376
2012-09-24 14:00:00,82,279,385,361
2012-09-24 15:00:00,83,302,411,386
2012-09-24 16:00:00,68,378,473,447
2012-09-24 17:00:00,80,623,750,703
2012-09-24 18:00:00,55,545,628,600
2012-09-24 19:00:00,42,398,459,440
2012-09-24 20:00:00,31,285,329,315
2012-09-24 21:00:00,24,216,248,240
2012-09-24 22:00:00,20,166,191,186
2012-09-24 23:00:00,13,106,121,119
2012-09-25 00:00:00,7,58,66,65
2012-09-25 01:00:00,4,30,34,34
2012-09-25 02:00:00,2,17,20,19
2012-09-25 03:00:00,1,11,12,12
2012-09-25 04:00:00,1,8,9,9
2012-09-25 05:00:00,1,24,25,25
2012-09-25 06:00:00,3,80,82,83
2012-09-25 07:00:00,8,214,219,222
2012-09-25 08:00:00,19,424,440,443
2012-09-25 09:00:00,29,308,344,336
2012-09-25 10:00:00,37,205,255,242
2012-09-25 11:00:00,56,249,321,305
2012-09-25 12:00:00,62,314,395,376
2012-09-25 13:00:00,63,301,385,364
2012-09-25 14:00:00,66,272,360,338
2012-09-25 15:00:00,68,295,386,363
2012-09-25 16:00:00,69,406,499,474
2012-09-25 17:00:00,75,645,756,720
2012-09-25 18:00:00,60,606,694,667
2012-09-25 19:00:00,45,436,498,481
2012-09-25 20:00:00,33,313,357,346
2012-09-25 21:00:00,27,241,276,269
2012-09-25 22:00:00,23,189,217,212
2012-09-25 23:00:00,17,125,145,142
2012-09-26 00:00:00,9,64,74,73
2012-09-26 01:00:00,5,34,40,39
2012-09-26 02:00:00,3,19,23,22
2012-09-26 03:00:00,2,12,13,14
2012-09-26 04:00:00,1,9,10,10
2012-09-26 05:00:00,2,27,28,29
2012-09-26 06:00:00,4,89,93,94
2012-09-26 07:00:00,11,237,247,248
2012-09-26 08:00:00,21,446,464,467
2012-09-26 09:00:00,34,337,380,371
2012-09-26 10:00:00,38,210,259,248
2012-09-26 11:00:00,53,249,317,302
2012-09-26 12:00:00,61,317,396,378
2012-09-26 13:00:00,65,311,397,377
2012-09-26 14:00:00,73,287,382,360
2012-09-26 15:00:00,73,309,404,382
2012-09-26 16:00:00,76,429,531,506
2012-09-26 17:00:00,81,674,793,756
2012-09-26 18:00:00,68,640,738,708
2012-09-26 19:00:00,50,464,533,514
2012-09-26 20:00:00,33,318,361,351
2012-09-26 21:00:00,28,248,282,275
2012-09-26 22:00:00,11,114,125,125
2012-09-26 23:00:00,12,114,126,126
2012-09-27 00:00:00,10,70,81,79
2012-09-27 01:00:00,6,37,44,43
2012-09-27 02:00:00,4,22,26,26
2012-09-27 03:00:00,3,14,16,16
2012-09-27 04:00:00,1,9,10,11
2012-09-27 05:00:00,2,30,31,32
2012-09-27 06:00:00,5,94,99,99
2012-09-27 07:00:00,14,271,290,285
2012-09-27 08:00:00,29,525,565,554
2012-09-27 09:00:00,41,375,432,416
2012-09-27 10:00:00,50,240,305,290
2012-09-27 11:00:00,64,275,358,339
2012-09-27 12:00:00,72,348,442,420
2012-09-27 13:00:00,75,341,442,417
2012-09-27 14:00:00,79,308,412,386
2012-09-27 15:00:00,81,336,444,417
2012-09-27 16:00:00,66,419,508,486
2012-09-27 17:00:00,60,623,704,683
2012-09-27 18:00:00,50,592,655,641
2012-09-27 19:00:00,46,469,531,514
2012-09-27 20:00:00,30,317,355,347
2012-09-27 21:00:00,12,144,155,156
2012-09-27 22:00:00,10,112,121,122
2012-09-27 23:00:00,7,76,84,84
2012-09-28 00:00:00,6,42,48,48
2012-09-28 01:00:00,4,23,27,26
2012-09-28 02:00:00,2,13,15,15
2012-09-28 03:00:00,3,13,16,16
2012-09-28 04:00:00,1,6,7,6
2012-09-28 05:00:00,3,31,33,33
2012-09-28 06:00:00,5,95,101,100
2012-09-28 07:00:00,14,256,273,269
2012-09-28 08:00:00,32,523,571,556
2012-09-28 09:00:00,38,347,397,385
2012-09-28 10:00:00,50,232,295,282
2012-09-28 11:00:00,69,276,363,345
2012-09-28 12:00:00,82,353,454,435
2012-09-28 13:00:00,84,342,447,426
2012-09-28 14:00:00,83,303,408,386
2012-09-28 15:00:00,79,321,422,400
2012-09-28 16:00:00,80,443,549,524
2012-09-28 17:00:00,84,688,808,772
2012-09-28 18:00:00,70,658,757,728
2012-09-28 19:00:00,32,306,345,338
2012-09-28 20:00:00,25,225,256,250
2012-09-28 21:00:00,20,173,196,193
2012-09-28 22:00:00,25,200,230,225
2012-09-28 23:00:00,17,131,151,149
2012-09-29 00:00:00,21,63,86,84
2012-09-29 01:00:00,13,34,46,47
2012-09-29 02:00:00,9,19,27,28
2012-09-29 03:00:00,6,11,15,17
2012-09-29 04:00:00,5,9,12,14
2012-09-29 05:00:00,5,27,33,32
2012-09-29 06:00:00,11,88,107,99
2012-09-29 07:00:00,24,227,274,251
2012-09-29 08:00:00,47,432,523,479
2012-09-29 09:00:00,60,302,389,363
2012-09-29 10:00:00,83,205,296,288
2012-09-29 11:00:00,104,233,342,337
2012-09-29 12:00:00,146,321,471,467
2012-09-29 13:00:00,147,309,459,456
2012-09-29 14:00:00,148,278,425,425
2012-09-29 15:00:00,146,297,447,443
2012-09-29 16:00:00,154,412,587,566
2012-09-29 17:00:00,162,646,872,809
2012-09-29 18:00:00,110,566,733,675
2012-09-29 19:00:00,77,401,515,478
2012-09-29 20:00:00,60,293,379,353
2012-09-29 21:00:00,51,228,296,279
2012-09-29 22:00:00,39,173,223,212
2012-09-29 23:00:00,30,117,153,146
2012-09-30 00:00:00,19,57,77,76
2012-09-30 01:00:00,12,30,42,42
2012-09-30 02:00:00,8,17,24,25
2012-09-30 03:00:00,5,10,14,15
2012-09-30 04:00:00,4,8,10,11
2012-09-30 05:00:00,4,23,28,27
2012-09-30 06:00:00,9,75,91,84
2012-09-30 07:00:00,20,201,243,222
2012-09-30 08:00:00,44,393,478,436
2012-09-30 09:00:00,60,279,363,339
